instance,method,total_distance,cost,processing_time,num_vehicles,mean_route_length,std_route_length,min_route_length,max_route_length,mean_customers_per_route,std_customers_per_route,min_customers_per_route,max_customers_per_route,coef_variation_length,distance_per_second,cost_per_second
vpr1101_44_2_results.json,grasp,776736.14,652458.36,144.8663845062256,44,17653094.133087818,1170687.3823995008,14352818.182507321,19959140.579509884,25.0,0.0,25,25,0.0663162714464452,5361.741736342015,4503.863075094283
vpr1101_44_2_results.json,nearest_neighbor_algorithm,897790.78,754144.26,0.014279842376708984,44,20404335.911402777,1911366.028272386,15349878.500728948,24989803.306145977,25.0,0.0,25,25,0.09367450313363232,62871196.776256725,52811805.62819381
vpr1101_50_1_results.json,clarke_wright_savings,684963.36,575369.22,1.2404298782348633,50,13699267.228902586,5588266.531795813,2365817.0198430265,30035374.364493288,22.0,7.964923100695951,5,38,0.4079244851874807,552198.3725309048,463846.63099114696
vpr1101_50_1_results.json,genetic_algorithm,370035.78,310830.06,803.9459536075592,50,7400715.66516531,2490217.02038733,1481755.3837803565,11559842.94334045,22.0,0.0,22,22,0.33648327176094883,460.2744479769227,386.63054227116567
vpr1101_50_1_results.json,grasp,829204.54,696531.81,117.925772190094,50,16584090.813675744,1160869.2390070264,13775934.893584654,18746832.213553384,22.0,0.0,22,22,0.06999896780894002,7031.58032888128,5906.527445732598
vpr1101_50_1_results.json,nearest_neighbor_algorithm,969006.05,813965.08,0.013405561447143555,50,19380121.064432193,2562327.7616455853,14599752.699617483,24412867.095704414,22.0,0.0,22,22,0.1322142288547493,72283884.10441959,60718462.498520635
vpr1301_43_2_results.json,clarke_wright_savings,799005.2,671164.37,1.6320860385894775,43,18581516.2254159,4785380.967883024,9277766.03962784,34678268.61285388,30.232558139534884,8.902148184181804,21,68,0.2575344718822005,489560.71010235243,411230.9977114016
vpr1301_43_2_results.json,genetic_algorithm,364242.95,305964.08,1004.8217883110046,43,8470766.303539718,2338420.687274959,4330079.612316524,13204113.812572466,30.232558139534884,0.42246284010662677,30,31,0.2760577500878276,362.495075482243,304.4958653954868
vpr1301_43_2_results.json,grasp,837667.83,703640.98,350.10585927963257,43,19480647.2626968,1186462.431494673,16575907.65498936,21829130.525613185,30.232558139534884,0.42246284010662677,30,31,0.0609046719801047,2392.612999175622,2009.7949273051036
vpr1301_43_2_results.json,nearest_neighbor_algorithm,987448.08,829456.39,0.01655721664428711,43,22963908.905214157,2073072.836762628,19234518.27005353,26666547.482077707,30.232558139534884,0.42246284010662677,30,31,0.09027525955269396,59638531.113906056,50096366.30479164
vpr1301_46_2_results.json,clarke_wright_savings,761696.38,639824.96,1.6776206493377686,46,16558616.964677393,5127504.832816722,7672108.394465456,31028542.46526212,28.26086956521739,9.170924714194395,17,61,0.309657795923092,454033.74135903455,381388.34321845486
vpr1301_46_2_results.json,genetic_algorithm,327215.23,274860.8,1008.7648372650146,46,7113374.64207272,1913278.1248255465,3470282.551568625,12998612.505379982,28.26086956521739,0.43910891036356864,28,29,0.2689691210005001,324.3721607973104,272.4726218106577
vpr1301_46_2_results.json,grasp,866551.83,727903.54,278.58577132225037,46,18838083.307361823,1181834.5021031536,16673240.441895159,22585328.816774096,28.26086956521739,0.43910891036356864,28,29,0.0627364516241044,3110.538725244613,2612.8525392562397
vpr1301_46_2_results.json,nearest_neighbor_algorithm,1009113.84,847655.62,0.020386219024658203,46,21937257.30214855,1919595.0573415945,18344995.568981133,25919680.33912307,28.26086956521739,0.43910891036356864,28,29,0.08750387666527429,49499803.70462143,41579834.83718663
vpr1301_48_1_results.json,clarke_wright_savings,734227.59,616751.18,1.7665622234344482,48,15296408.16082675,5920730.226686396,3121619.387658766,32390523.93746156,27.083333333333332,7.488416981504762,17,51,0.3870666998706962,415625.0939027537,349125.08136902645
vpr1301_48_1_results.json,genetic_algorithm,315250.15,264810.12,1009.5420413017273,48,6567711.424751296,1991482.7178875613,2541511.00060915,11489417.177164398,27.083333333333332,0.2763853991962833,27,28,0.303223236998872,312.2704524454564,262.3071741108945
vpr1301_48_1_results.json,grasp,879523.38,738799.64,244.39076495170593,48,18323403.81952201,1349419.808969019,15469666.802605554,22532688.36628096,27.083333333333332,0.2763853991962833,27,28,0.07364460349508471,3598.840488812262,3023.0260138757462
vpr1301_48_1_results.json,nearest_neighbor_algorithm,1016447.71,853816.08,0.018083810806274414,48,21175994.009831045,2194963.8731771098,17320565.237597767,25970002.67316887,27.083333333333332,0.2763853991962833,27,28,0.10365340451825253,56207605.84640325,47214389.11005181
vpr1301_57_1_results.json,clarke_wright_savings,731087.38,614113.4,1.744999647140503,57,12826094.463186163,4776846.248272374,1705296.8834036463,20873074.606575076,22.80701754385965,7.17558872574897,8,37,0.3724318624023096,418961.33400257054,351927.5210206121
vpr1301_57_1_results.json,genetic_algorithm,378060.28,317570.64,1037.2773752212524,57,6632636.518579013,1730223.4249481016,2789391.956552436,10129615.762455374,22.80701754385965,0.39463936418252604,22,23,0.2608651054677104,364.47365866758577,306.157877908271
vpr1301_57_1_results.json,grasp,971208.96,815815.52,143.99069046974182,57,17038753.635981664,1368194.268270542,13261144.07385097,21190908.132474396,22.80701754385965,0.39463936418252604,22,23,0.08029896420247849,6744.942723947071,5665.751843668222
vpr1301_57_1_results.json,nearest_neighbor_algorithm,1124972.79,944977.14,0.02007150650024414,57,19736364.652764454,1962136.1894634692,13317792.41855949,23424786.17439651,22.80701754385965,0.39463936418252604,22,23,0.09941730526288359,56048248.79419571,47080528.80776566
